# of Holes,Address,Club Type,Course Par,Location,Phone,Total Yards,Website,url
9,"https://www.google.com/maps/place/245 Edge Hill Drive Kitchener,ON N2P 2C8",Public,Par 70,"Kitchener, ON",1-888-833-8787,5684,,https://www.golfcanada.ca/golf-facility/riveredge-golf-club-en/
9,"https://www.google.com/maps/place/9521 Side Road No.10 Erin,ON N0B 1T0",Semi-private,Par 72,"Erin, ON",1-888-833-8787,6532,https://www.golfcalerin.ca,https://www.golfcanada.ca/golf-facility/calerin-golf-club-en/
18,"https://www.google.com/maps/place/10905 Reesor Road Markham,ON L6B 1A8",Public,,"Markham, ON",(905) 640-1233,,,https://www.golfcanada.ca/golf-facility/bushwood-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 4268 Spruce Grove,AB T7X 3B4",Public,Par 72,"Spruce Grove, AB",(780) 962-4653,6794,https://www.linksgolfcourse.com,https://www.golfcanada.ca/golf-facility/the-links-at-spruce-grove-en/
9,"https://www.google.com/maps/place/325 Rue du Golf Saint-Lambert,QC J4P 1Z6",Semi-private,Par 70,"Saint-Lambert, QC",(450) 671-4515,5618,https://www.golftstlambert.com,https://www.golfcanada.ca/golf-facility/st-lambert-club-de-golf-en/
9,"https://www.google.com/maps/place/810 Beach Drive Bowen Island,BC V0N 1G2",Public,Par 70,"Bowen Island, BC",6049474653,6006,https://www.bowengolf.com,https://www.golfcanada.ca/golf-facility/bowen-island-golf-club-en/
18,"https://www.google.com/maps/place/5946 12 Ave Delta,BC V4L 1C7",Private,Par 71,"Delta, BC",(604) 943-1155,6218,https://www.beachgrovegolf.com,https://www.golfcanada.ca/golf-facility/beach-grove-golf-club-en/
18,"https://www.google.com/maps/place/516423 County Road 124, RR#3 Shelburne,ON L0N 1S7",Semi-private,Par 71,"Shelburne, ON",(519) 925-5581,6265,,https://www.golfcanada.ca/golf-facility/shelburne-golf-country-club-en/
18,"https://www.google.com/maps/place/11450 90e Rue Saint-Georges,QC G5Y 5C4",Semi-private,Par 72,"Saint-Georges, QC",(418) 228-6725,6854,https://www.golfstgeorges.com,https://www.golfcanada.ca/golf-facility/st-georges-club-de-golf-en/
18,"https://www.google.com/maps/place/8089 Franktown Rd Richmond,ON K0A 2Z0",Public,Par 70,"Richmond, ON",613-838-7293,5675,https://www.riverbendgolfclub.ca,https://www.golfcanada.ca/golf-facility/riverbend-golf-country-club-en-2/
18,"https://www.google.com/maps/place/PO Box 321 Beaverlodge,AB T0H 0C0",Public,Par 70,"Beaverlodge, AB",(780) 354-2538,5822,https://www.riverbendgolfcc.ca,https://www.golfcanada.ca/golf-facility/riverbend-golf-country-club-en/
18,"https://www.google.com/maps/place/164, route 132 Metis-sur-Mer,QC G0J 1S0",Public,Par 71,"Metis-sur-Mer, QC",(418) 936-3407,6039,https://www.golfboulerock.com,https://www.golfcanada.ca/golf-facility/boule-rock-club-de-golf-en/
18,"https://www.google.com/maps/place/Road 3 West Warren,MB R0C 3E0",Public,Par 72,"Warren, MB",(204) 322-5104,6854,https://www.southinterlakegolf.mb.ca,https://www.golfcanada.ca/golf-facility/whispering-winds-of-warren-en/
18,"https://www.google.com/maps/place/8632 Route 101 Welsford,NB E5K 4A1",Public,Par 69,"Welsford, NB",(506) 486-2217,5295,,https://www.golfcanada.ca/golf-facility/welsford-golf-course-en/
18,"https://www.google.com/maps/place/PO Box 299 Valleyview,AB T0H 3N0",Public,Par 70,"Valleyview, AB",(780) 524-2449,6024,,https://www.golfcanada.ca/golf-facility/valleyview-riverside-golf-club-en/
18,"https://www.google.com/maps/place/14110-156 St. Edmonton,AB T6V 1J2",Public,Par 72,"Edmonton, AB",(780) 447-2934,6252,https://www.twinwillowsgolf.com,https://www.golfcanada.ca/golf-facility/twin-willows-golf-club-en/
18,"https://www.google.com/maps/place/1702 Cedar Valley Rd Fraserville,ON K0L 1V0",Public,Par 72,"Fraserville, ON",—,6464,,https://www.golfcanada.ca/golf-facility/baxter-creek-golf-club-en/
9,"https://www.google.com/maps/place/104 Big Bay Point Rd Innisfil,ON L9S 2P4",Private,Par 66,"Innisfil, ON",(705) 436-1378,4734,,https://www.golfcanada.ca/golf-facility/big-bay-point-golf-country-club-en/
18,"https://www.google.com/maps/place/155 Ennis Road Ennismore,ON K0L 1T0",Public,Par 72,"Ennismore, ON",(705) 292-7289,6425,,https://www.golfcanada.ca/golf-facility/tamarac-golf-country-club-en/
18,"https://www.google.com/maps/place/1481 Golf Course Road R.R. #2 Minesing,ON L9X 0Y6",Public,Par 72,"Minesing, ON",(705) 728-1866,6171,https://www.springwatergolf.com,https://www.golfcanada.ca/golf-facility/springwater-golf-course-en/
9,"https://www.google.com/maps/place/1718 Balmoral Ave Comox,BC V9M 2N1",Public,Par 70,"Comox, BC",250 339 4444,5339,https://comoxgolfclub.ca,https://www.golfcanada.ca/golf-facility/comox-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 462 PO Box 462 Weyburn,SK S4H 2K3",Public,Par 72,"Weyburn, SK",(306) 842-5881,6540,,https://www.golfcanada.ca/golf-facility/weyburn-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 219 Shubenacadie,NS B0N 2H0",Public,Par 72,"Shubenacadie, NS",(902) 758-1406,7236,https://www.linksatpennhills.com,https://www.golfcanada.ca/golf-facility/the-links-at-penn-hills-en/
9,P1L 1W8,Public,Par 70,"Bracebridge, ON",—,5562,,https://www.golfcanada.ca/golf-facility/the-fairways-at-kirrie-glen-en/
18,"https://www.google.com/maps/place/PO Box 243 Chaplin,SK S0H 0V0",Public,Par —,"Chaplin, SK",—,—,,https://www.golfcanada.ca/golf-facility/chaplin-municipal-golf-country-club-en/
36,"https://www.google.com/maps/place/PO Box 489 Gormley,ON L0H 1G0",Private,,"Gormley, ON",(905) 888-1219,,,https://www.golfcanada.ca/golf-facility/station-creek-golf-club-en/
18,T0B 3M0,Public,Par —,—,—,—,,https://www.golfcanada.ca/golf-facility/bull-hill-golf-and-driving-range-en/
18,"https://www.google.com/maps/place/1211 2ND Concession Road West Copetown,ON L0R 1J0",Private,Par 70,"Copetown, ON",(905) 628-2285,6502,https://www.beverlygolfclub.org,https://www.golfcanada.ca/golf-facility/beverly-golf-country-club-en/
18,"https://www.google.com/maps/place/7422 Sideroad 30 & 31 Nottawasaga Nottawa,ON L0M 1P0",Public,Par 72,"Nottawa, ON",(705) 444-8337,7035,https://www.batteauxcreek.com,https://www.golfcanada.ca/golf-facility/batteaux-creek-golf-course-en/
18,"https://www.google.com/maps/place/PO Box 269 Spruce Home,SK S0J 2N0",Public,Par —,"Spruce Home, SK",(306) 764-4666,—,,https://www.golfcanada.ca/golf-facility/spruce-home-golf-club-en/
18,"https://www.google.com/maps/place/2465 Westminster Drive London,ON N6N 1L7",Semi-private,Par 70,"London, ON",1-888-833-8787,6160,,https://www.golfcanada.ca/golf-facility/westminster-trails-golf-club-en/
18,"https://www.google.com/maps/place/22011 88th Ave Langley,BC V1M 2M3",Public,Par 71,"Langley, BC",(604) 882-5130,6516,https://www.redwoods-golf.com,https://www.golfcanada.ca/golf-facility/the-redwoods-golf-course-en/
18,"https://www.google.com/maps/place/35593 Lake Line Port Stanley,ON N5L 1J1",Public,Par 70,"Port Stanley, ON",905-641-8088,5541,,https://www.golfcanada.ca/golf-facility/the-bluffs-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 1011 Chatham,ON N7M 5L6",Public,Par 0,"Chatham, ON",(519) 354-3231,0,,https://www.golfcanada.ca/golf-facility/rolyn-golf-trails-en/
27,"https://www.google.com/maps/place/322 Line 2, North Oro Medonte, ON,ON L0L 2L0",Semi-private,,"Oro Medonte, ON, ON",(705) 721-1922,,,https://www.golfcanada.ca/golf-facility/shanty-bay-golf-club-en/
18,"https://www.google.com/maps/place/105 Rue Bélanger Gatineau,QC J8L 2X2",Public,Par 71,"Gatineau, QC",(819) 986-8035,6285,https://www3.sympatico.ca/golf,https://www.golfcanada.ca/golf-facility/buckingham-club-de-golf-en/
18,"https://www.google.com/maps/place/10500 Russell Rd Port Perry,ON L9L 1B3",Private,Par —,"Port Perry, ON",—,—,,https://www.golfcanada.ca/golf-facility/summerlea-golf-club-en-2/
18,"https://www.google.com/maps/place/132 Moore Line Mooretown,ON N0N 1M0",Semi-private,Par 71,"Mooretown, ON",(519) 867-2810,6737,,https://www.golfcanada.ca/golf-facility/st-clair-parkway-golf-club-en/
18,"https://www.google.com/maps/place/3060 Hwy 221 Weston,NS B0P 1C0",Public,Par 72,"Weston, NS",(902) 847-9000,6450,https://www.berwickheightsgolf.com,https://www.golfcanada.ca/golf-facility/berwick-heights-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 1525 Sparwood,BC V0B 2G0",Public,Par 72,"Sparwood, BC",(250) 425-2612,6156,,https://www.golfcanada.ca/golf-facility/sparwood-golf-club-en/
18,"https://www.google.com/maps/place/PO Box 568 Bassano,AB T0J 0B0",Public,Par 72,"Bassano, AB",(403) 641-4016,5965,,https://www.golfcanada.ca/golf-facility/bassano-sage-thistle-golf-country-club-en/
18,"https://www.google.com/maps/place/80 Rue des Ruines du Monastere Winnipeg,MB R3V 0B1",Private,Par 72,"Winnipeg, MB",(204) 269-7867,7311,https://www.southwood.ca,https://www.golfcanada.ca/golf-facility/southwood-golf-country-club-en/
9,"https://www.google.com/maps/place/111 Champion Park Rd Fruitvale,BC V0G 1L0",Semi-private,Par 72,"Fruitvale, BC",(250) 367-7001,5874,https://www.golfchampionlakes.com,https://www.golfcanada.ca/golf-facility/champion-lakes-golf-country-club-en/
18,"https://www.google.com/maps/place/12501-14 St. S.W. Calgary,AB T2W 2Y8",Private,Par 72,"Calgary, AB",(403) 281-1188,7163,https://www.canyonmeadowsgolf.com,https://www.golfcanada.ca/golf-facility/canyon-meadows-golf-country-club-en/
18,"https://www.google.com/maps/place/939 boulevard Perron Carleton-sur-Mer,QC G0C 1J0",Public,Par 71,"Carleton-sur-Mer, QC",418-364-3434,6346,https://www.carletonsurmer.com,https://www.golfcanada.ca/golf-facility/carleton-sur-mer-club-de-golf-de-en/
18,"https://www.google.com/maps/place/1548 King St W Brockville,ON K6V 5T7",Private,Par 72,"Brockville, ON",(613) 342-2468,6514,https://www.brockvillecountryclub.com,https://www.golfcanada.ca/golf-facility/brockville-country-club-en/
18,"https://www.google.com/maps/place/RR #1 Morrisburg,ON K0C 1X0",Semi-private,Par 72,"Morrisburg, ON",6135432003,6895,https://www.uppercanadagolf.com,https://www.golfcanada.ca/golf-facility/upper-canada-golf-course-en/
36,"https://www.google.com/maps/place/3035 Escarpment Sideroad Caledon Village,ON L7K 3L3",Private,,"Caledon Village, ON",(519) 927-3001,,,https://www.golfcanada.ca/golf-facility/the-pulpit-club-en/
18,"https://www.google.com/maps/place/635 St Vincent St N 635 St Vincent St N Barrie,ON L4M 4Y1",Private,Par 72,"Barrie, ON",(705) 728-4802,6851,https://www.barriecountryclub.com,https://www.golfcanada.ca/golf-facility/barrie-country-club-en/
45,"https://www.google.com/maps/place/31002 Elbow River Drive SW Calgary,AB T3Z2T8",Public,,"Calgary, AB",(403) 242-4019,,https://www.glencoegolf.org,https://www.golfcanada.ca/golf-facility/the-glencoe-golf-country-club-en/
18,"https://www.google.com/maps/place/3723 Mt. Seymour Prkwy. North Vancouver,BC V7G 1C1",Private,Par 72,"North Vancouver, BC",(604) 929-5491,6432,https://www.seymourgolf.com,https://www.golfcanada.ca/golf-facility/seymour-golf-country-club-en/
18,"https://www.google.com/maps/place/PO Box 727 Leader,SK S0N 1H0",Public,Par —,"Leader, SK",(306) 628-3256,—,,https://www.golfcanada.ca/golf-facility/river-ridge-golf-club-en/
36,"https://www.google.com/maps/place/851 Chemin Cherrier L'Île-Bizard,QC H9E 1C3",Private,,"L'Île-Bizard, QC",(514) 626-3992,,https://www.elmridgecc.com,https://www.golfcanada.ca/golf-facility/elm-ridge-country-club-en/
9,"https://www.google.com/maps/place/PO Box 460 Unity,SK S0K 4L0",Public,Par 70,"Unity, SK",(306) 228-3688,6372,,https://www.golfcanada.ca/golf-facility/unity-golf-club-en/
18,"https://www.google.com/maps/place/401 Montée Morel Sainte-Anne-des-Plaines,QC J5N 2T3",Semi-private,Par 72,"Sainte-Anne-des-Plaines, QC",450-478-1112,6818,https://www.golfchampetre.com,https://www.golfcanada.ca/golf-facility/champetre-club-de-golf-le-en/
9,"https://www.google.com/maps/place/PO Box 260 Chase,BC V0E 1M0",Public,Par 63,"Chase, BC",(250) 679-3021,3823,,https://www.golfcanada.ca/golf-facility/sunshore-golf-course-en/
18,"https://www.google.com/maps/place/100 Youville Street Box 111 Winnipeg,MB R2H 2S1",Semi-private,Par 72,"Winnipeg, MB",(204) 233-2497,6348,https://www.stbonifacegolfclub.com,https://www.golfcanada.ca/golf-facility/st-boniface-golf-club-en/
18,"https://www.google.com/maps/place/2745 Merrittville Hwy Fonthill,ON L0S 1E6",Public,Par 57,"Fonthill, ON",905-641-8088,2757,,https://www.golfcanada.ca/golf-facility/brock-golf-course-en/
18,"https://www.google.com/maps/place/59213 Range Rd 40 Barrhead,AB T7N 1A1",Public,Par 72,"Barrhead, AB",(780) 674-3053,6644,https://www.golfbarrhead.com,https://www.golfcanada.ca/golf-facility/barrhead-golf-club-en/
18,"https://www.google.com/maps/place/Box 10 Binbrook,ON L0R 1C0",Semi-private,Par 71,"Binbrook, ON",(905) 692-3592,6363,https://southbrookgolf.ca,https://www.golfcanada.ca/golf-facility/southbrook-golf-country-club-en/
18,"https://www.google.com/maps/place/2650 Route Louis-Cyr 2650 Route Louis-Cyr Saint-Jean-de-Matha,QC J0K 2S0",Public,Par 72,"Saint-Jean-de-Matha, QC",(450) 886-9321,6504,,https://www.golfcanada.ca/golf-facility/st-jean-de-matha-club-de-golf-en/
18,"https://www.google.com/maps/place/PO Box 10 Gananoque,ON K7G 2T6",Semi-private,Par 72,"Gananoque, ON",(613) 659-4999,6275,https://www.smugglersglen.com,https://www.golfcanada.ca/golf-facility/smugglers-glen-golf-club-en/
18,"https://www.google.com/maps/place/128 Governor's Road East Saint George,ON N0E 1N0",Semi-private,Par 71,"Saint George, ON",1-888-833-8787,5527,https://www.golfbrantvalley.ca,https://www.golfcanada.ca/golf-facility/brant-valley-golf-club-en/
18,"https://www.google.com/maps/place/P.O. Box 426 Vulcan,AB T0L 2B0",Public,Par 70,"Vulcan, AB",(403) 485-2553,6306,https://www.golfvulcan.com,https://www.golfcanada.ca/golf-facility/vulcan-golf-country-club-en/
18,"https://www.google.com/maps/place/PO Box 1215 Chase,BC V0E 1M0",Public,Par 72,"Chase, BC",(250) 679-3090,7129,https://www.talkingrock.ca,https://www.golfcanada.ca/golf-facility/talking-rock-golf-resort-en/
18,"https://www.google.com/maps/place/18 Fairway Dr. Stony Plain,AB T7Z 1M3",Public,Par 72,"Stony Plain, AB",(780) 963-2133,6682,https://www.stonyplaingolf.ca,https://www.golfcanada.ca/golf-facility/stony-plain-golf-course-en/
18,"https://www.google.com/maps/place/51418 Alberta Highway 21 Sherwood Park,AB T8B 1K9",Private,Par 71,"Sherwood Park, AB",(780) 467-2025,6365,https://www.belvederegcc.com,https://www.golfcanada.ca/golf-facility/belvedere-golf-country-club-en/
18,"https://www.google.com/maps/place/1412 County Rd 64 1412 County Rd 64 Carrying Place,ON K0K 1L0",Semi-private,Par 71,"Carrying Place, ON",(613) 475-2155,6024,,https://www.golfcanada.ca/golf-facility/barcovan-golf-club-en/
27,"https://www.google.com/maps/place/12600 Bramalea Rd Caledon East,ON L7C 2P3",Public,,"Caledon East, ON",—,,,https://www.golfcanada.ca/golf-facility/bantys-roost-golf-club-en-3/
18,"https://www.google.com/maps/place/Golf Course Rd Masset,BC N/A",Public,Par 65,"Masset, BC",2506263500,5059,,https://www.golfcanada.ca/golf-facility/dixon-entrance-golf-course-en/
18,"https://www.google.com/maps/place/144 Racquette Hill Digby,NS B0V 1A0",Public,Par 71,"Digby, NS",(902) 245-4104,6283,,https://www.golfcanada.ca/golf-facility/digby-pines-golf-resort-and-spa-en/
18,"https://www.google.com/maps/place/333 Boulder Creek Dr Langdon,AB T0J 1X3",Public,Par 72,"Langdon, AB",403-936-3644,6785,,https://www.golfcanada.ca/golf-facility/the-track-golf-course-en/
18,"https://www.google.com/maps/place/79 Le Buttereau Rd St-Ignace,NB E4X 2G5",Public,Par 72,"St-Ignace, NB",(506) 876-3737,6541,https://www.clubdegolfst-ignace.com,https://www.golfcanada.ca/golf-facility/st-ignace-ltee-club-de-golf-en/
18,"https://www.google.com/maps/place/BOX 57 Stenen,SK S0A 3X0",Public,Par 0,"Stenen, SK",(306) 548-5522,0,,https://www.golfcanada.ca/golf-facility/crystal-lake-golf-club-en/
18,T0M 0M0,Public,Par —,—,—,—,,https://www.golfcanada.ca/golf-facility/caroline-district-golf-course-en/
18,"https://www.google.com/maps/place/125 Golf Club Rd Smiths Falls,ON K7A 4S5",Semi-private,Par 71,"Smiths Falls, ON",(613) 283-3050,6421,https://www.smithsfallsgolf.com,https://www.golfcanada.ca/golf-facility/smiths-falls-golf-country-club-en/
9,"https://www.google.com/maps/place/249, chemin Senneville Senneville,QC H9X 3X5",Private,Par 70,"Senneville, QC",(514) 457-6014,5698,https://braesidegolf.ca,https://www.golfcanada.ca/golf-facility/braeside-club-de-golf-en/
27,"https://www.google.com/maps/place/PO Box 960 Banff,AB T1L 1J4",Public,,"Banff, AB",(403) 762-6878,,https://www.banffspringsgolfclub.com,https://www.golfcanada.ca/golf-facility/banff-springs-golf-club-en/
18,"https://www.google.com/maps/place/382 Cartwright St Saskatoon,SK S7T 1B1",Semi-private,,"Saskatoon, SK",3069564653,,https://www.willlowgolf.com,https://www.golfcanada.ca/golf-facility/the-willows-club-en/
18,"https://www.google.com/maps/place/55307 Range Rd 251 Morinville,AB T8R 1S1",Semi-private,Par 72,"Morinville, AB",(780) 939-6666,6889,https://www.cardiffgolfclub.ca,https://www.golfcanada.ca/golf-facility/cardiff-golf-country-club-en/
9,"https://www.google.com/maps/place/Route 205 Hillview,NL A0E 2A0",Public,Par 0,"Hillview, NL",(709) 546-2777,0,,https://www.golfcanada.ca/golf-facility/brookside-golf-club-en/
9,"https://www.google.com/maps/place/2313 17 Ave 2313 17 Ave Bowden,AB T0M 0K0",Semi-private,Par 72,"Bowden, AB",4032242121,6250,https://www.bowdengolf.com,https://www.golfcanada.ca/golf-facility/bowden-hi-way-golf-course-en/
18,"https://www.google.com/maps/place/30 Nicklaus Dr Bancroft,ON K0L 1C0",Public,Par 72,"Bancroft, ON",(613) 332-4653,6725,,https://www.golfcanada.ca/golf-facility/bancroft-ridge-golf-club-en/
18,"https://www.google.com/maps/place/4050 8th Street East Saskatoon,SK S7H 5L4",Public,Par 70,"Saskatoon, SK",(306) 975-3320,5717,,https://www.golfcanada.ca/golf-facility/wildwood-golf-course-en/
9,"https://www.google.com/maps/place/101 Golf Course Rd New Denver,BC V0G 1S1",Public,Par 70,"New Denver, BC",(250) 358-2408,5387,,https://www.golfcanada.ca/golf-facility/slocan-lake-golf-club-en/
18,"https://www.google.com/maps/place/1126 St Antoine Vaudreuil-Dorion,QC J7V 8P2",Public,Par 70,"Vaudreuil-Dorion, QC",(450) 455-2731,5803,https://www.golfvaudreuil.com,https://www.golfcanada.ca/golf-facility/vaudreuil-club-de-golf-en/
18,"https://www.google.com/maps/place/76 Old Hill Road Turkey Point,ON N0E 1T0",Public,Par —,"Turkey Point, ON",(519) 426-6683,—,,https://www.golfcanada.ca/golf-facility/turkey-point-golf-country-club-en/
18,"https://www.google.com/maps/place/R.R. #1 Hamer Bay Road Mactier,ON P0C 1H0",Public,Par 72,"Mactier, ON",(705) 375-2240,6884,https://www.rockycrest.ca,https://www.golfcanada.ca/golf-facility/rocky-crest-golf-club-en/
27,"https://www.google.com/maps/place/1567 Chemin des Patriotes Sainte-Victoire-de-Sorel,QC J0G 1T0",Semi-private,,"Sainte-Victoire-de-Sorel, QC",4507432573,,https://www.golfcontinental.ca,https://www.golfcanada.ca/golf-facility/continental-club-de-golf-en/
18,"https://www.google.com/maps/place/595838 Hwy 59 Woodstock,ON N4S 7W1",Semi-private,Par 71,"Woodstock, ON",(519) 462-2745,6728,https://www.craigowan.com,https://www.golfcanada.ca/golf-facility/craigowan-golf-club-en/
