gcid,name,province,lat,lon,area_m2,addr:city,addr:country,addr:full,addr:hamlet,addr:housenumber,addr:postcode,addr:province,addr:street,area,barrier,building,contact:city,contact:housenumber,contact:street,demolished,description,designation,email,facebook,fax,fixme,golf,golf:course,golf:par,image,indoor,landuse,layer,mapillary,note,old_name,opening_hours,operator,operator:type,operator:wikidata,payment:cash,payment:debit_cards,payment:mastercard,payment:visa,phone,source,source:name,sport,start_date,surface,tourism,type,website,wheelchair,winter_service,access,addr:unit,alt_name,attribution,branch,brand,canvec:code,contact:country,contact:email,contact:facebook,contact:phone,contact:postcode,contact:province,contact:website,created_by,fee,instagram,source:addr,source:url,wikidata,wikipedia,club,contact:instagram,url,wikipedia:en,mobile,name:en,name:fr,addr:district,addr:housename,addr:suburb,amenity,disused,fence_type,operational_status,canvec:uuid,check_date,entrance,historic,holes,natural,opendata:type,owner,payment:club_account,payment:maestro,payment:visa_debit,ref,tents,wheelchair:description,abandoned,addr:borough,addr:source,internet_access,opening_hours:signed,phone:mnemonic,short_name
BA00028,Morningstar Golf Club,British Columbia,49.334258036886766,-124.36119264439053,816945.0512321733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00227,Storey Creek Golf & Recreation Society,British Columbia,49.926862432226415,-125.21353975541462,808574.139042315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00272,Copper Point Golf Course,British Columbia,50.506040667052716,-116.00119618812109,805120.4726419181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00183,Redstone Resort,British Columbia,49.0665131500715,-117.78435016996374,785825.5057366465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redstone Resort,,,,,,,+1-877-362-4555,Bing,,,,,,,https://redstoneresort.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00127,Fernie Golf & Country Club,British Columbia,49.51760318178611,-115.04813250059182,783130.2319794468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00024,Highland Pacific Golf,British Columbia,48.472113885625504,-123.45011285969892,778383.9010748405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00106,Kokanee Springs Golf Resort,British Columbia,49.68365681719935,-116.81079252125046,777171.7432713029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00211,The Dunes at Kamloops,British Columbia,50.78237947845157,-120.33175870782355,754669.6168157095,Kamloops,,,,652,V2B 8M8,,Dunes Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Kamloops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00149,Bootleg Gap Golf Course,British Columbia,49.62718492660834,-115.94472844823808,753050.4471799649,Kimberley,,,,,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bootleggapgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00029,Crown Isle Golf Club,British Columbia,49.70957195128668,-124.9512020130332,744416.0679910163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00230,Hyde Mountian,British Columbia,50.80430092481529,-118.99858808338303,732632.5552587438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00023,Bear Mountain Resort - Mountain Course,British Columbia,48.472254644427096,-123.53309789699655,731662.5598515489,,,,,,,,,,,,,,,,,,,,,,,18_hole,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,Q4876506,en:Bear Mountain (resort),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00151,Salmon Arm Golf Club,British Columbia,50.6784712827908,-119.22143947545693,721262.5950837029,Salmon Arm,,,,3641,,,Highway 97B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-8.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00044,Westwood Plateau Golf & Country Club,British Columbia,49.315463645518264,-122.79560927836353,716648.1007826375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,Q7989908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00033,Tower Ranch Golfclub,British Columbia,49.9112820479296,-119.33981126028512,711665.8340801578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,https://golftowerranch.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00095,Olympic View Golf Club,British Columbia,48.400805764669,-123.52348448706745,701313.2070658231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00097,Vancouver Golf Club,British Columbia,49.252424145736086,-122.87705380097215,690787.7254919737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7914188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00308,Fairview Mountain Golf Club,British Columbia,49.16136756058356,-119.59456115202015,688198.7912411176,Oliver,,,,933,,BC,Old Golf Course Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fairviewmountain.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00305,St. Eugene Golf Course,British Columbia,49.58274476687408,-115.76828169670281,686984.4951881531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00117,Redwoods Golf Course,British Columbia,49.16887360738821,-122.61755444057374,672083.784233901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00022,Shaughnessy Golf Course,British Columbia,49.23425483574164,-123.20877478706396,667448.1142593886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landsat,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00131,Sandpiper Golf Course,British Columbia,49.25594475948435,-121.94688271342186,665409.8709059826,Harrison Mills,,,,14282,V0M 1L0,BC,Morris Valley Road,,,,,,,,"Nestled in centuries-old forest and surrounded by the West Coast’s idyllic landscape, Sandpiper Golf Course is a beautiful 18-hole golf course. Open 364 days a year, this par 72 course runs 6,500 yards from the back tees.",,,https://www.facebook.com/sandpipergolfcourse/,,,,,,,,,,,,Pretty Estates Resort,Mo-Su 06:00-21:00,,,,,,,,+1-877-796-1001,,,,2016-04,,resort,,https://sandpipergc.com,,,,,Sandpiper Resort Golf Course,,,,,,,,,,,,,,https://www.instagram.com/sandpiperresort/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00340,NK'Mip Canyon Desert Golf Course,British Columbia,49.19672810345433,-119.53075879787248,661987.9725448149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://nkmipcanyon.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00025,Royal Colwood Golf Club,British Columbia,48.44317392769926,-123.48313020127213,651200.1454460684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00099,Riverway Golf Course,British Columbia,49.20230303989685,-122.99662293176488,650411.341419691,,,,,9001,,,Bill Fox Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00094,Surrey Golf Club,British Columbia,49.140474376453135,-122.74875381769479,649986.3880485253,Surrey,,,,7700,V4N 0E1,,168 Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-604-576-8224,,,,,,,,https://www.surreygolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00231,Duncan Meadows Golf Course,British Columbia,48.80906532152218,-123.74662187380812,648930.4648881587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00289,Unknown Golf Course,British Columbia,51.73697363046355,-121.34470632956116,648072.0342541913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00124,Capilano Golf & Country Club,British Columbia,49.34970195459022,-123.12537105776718,643399.4710972338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00252,Christina Lake Golf Club,British Columbia,49.01895576020961,-118.20477672845391,627920.4344900763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00066,Kings Links Golf Course by the Sea,British Columbia,49.06476528675668,-123.01903800934457,621175.0465954972,,,,,3388,V4K 3N2,,72 Street,,,,,,,,,,,,,,,,,,,,,,,,,Kings Links Golf Course By The Sea Ltd,,,,,,,+1 604-952-0999,,,,,,,,https://www.kingslinks.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00076,Royalwood Golf Club,British Columbia,49.120824881954384,-122.08760145961396,617976.1008278213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00344,Big Sky Golf Club,British Columbia,50.3012762107139,-122.76850285876567,616603.2292003793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bigskygolf.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00123,Skeena Valley Golf & Country Club,British Columbia,54.51138466332973,-128.51078950837464,615287.2822291056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00061,Castlegar Golf Club,British Columbia,49.30626185700164,-117.61531730718127,613139.9147057381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00285,Pagoda Ridge,British Columbia,49.1438290085835,-122.49846003542052,610269.4772870168,,,,,7887,,,264th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-604-856-0929,,,,,,,,https://www.pagodaridge.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00249,Unknown Golf Course,British Columbia,49.79613245457382,-124.4567356412007,606561.2050279314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00089,Hazelmere Golf Course,British Columbia,49.012191608493154,-122.71945465140242,604056.2986863555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00188,Dawson Creek Golf & Country Club,British Columbia,55.772903636177645,-120.2695986441018,599249.7204794197,,,,,,,,,,,,,,,,,,,,,,,18_hole,,,,,,,,,,,,,,,,,+1-250-782-7882,,,golf,,,,,https://dawsoncreekgolfclub.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00209,Eaglepoint Golf Resort,British Columbia,50.64096447024222,-120.08600083581577,593875.9738854608,Kamloops,,,,8888,V2C 6W1,,Barnhartvale Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00096,Burnaby Mountain Golf Course,British Columbia,49.26447555906627,-122.94223788828249,588651.1425108883,,,,,7600,,,Halifax Street,,,,,,,,,,,,,,,18_hole,72,,,,,,,,,City of Burnaby,,,,,,,,,,,1969-05,,,,https://www.golfburnaby.ca/burnaby-mountain,,,,,,,,,,,,,,,,,,,,,,Q105899572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00041,Gorge Vale Golf Course,British Columbia,48.44248195478604,-123.41081322283698,587568.8279384325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ParcelMap BC Parcel Fabric,,golf,,,,multipolygon,https://www.gorgevalegolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00035,Gallagher's Canyon Golf & Country Club,British Columbia,49.83970153978967,-119.38206178587991,583850.6782615441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00088,Peace Arch Golf Course,British Columbia,49.01054221145893,-122.75408443636802,577506.7780528134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00098,Point Grey Golf & Country Club,British Columbia,49.22374883752251,-123.18501000226361,577478.713789933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00279,Seymour Golf and Country Club,British Columbia,49.31203823366786,-122.96352855290144,555457.2604218625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.seymourgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00039,Creston Golf Club,British Columbia,49.049468425707744,-116.49602243148036,554062.9513994931,Creston,,,,1800,V0B 1G2,BC,Mallory Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1- 250-428-5515,NRCan-CanVec-10.0,,golf,,,,multipolygon,https://www.crestongolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00069,Fairmont Chateau Whistler Golf Club,British Columbia,50.12988400283729,-122.93415020542854,550963.8348461295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00317,Shuswap National Golf Course,British Columbia,50.65629993247095,-119.21385058115608,549610.4672747491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00015,Arbutus Ridge Golf and Country Club,British Columbia,48.687830950842915,-123.54716027104975,547432.673598284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,multipolygon,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00296,Balfour Golf Course,British Columbia,49.630990545880415,-116.9583409418498,542647.2766550834,Balfour,,,,602,,BC,Queens Bay Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00214,Rossland-Trail Country Club - Birchbank Golf Course,British Columbia,49.16264891082235,-117.72879263179632,539456.5894952733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00250,Riverside Golf Course,British Columbia,50.329819721008334,-115.8676563232578,539103.0233802669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairmont Hot Springs Resort,,,,,,,,,,,,,,,https://www.fairmonthotsprings.com/golf/riverside-course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00051,Squamish Valley Golf Club,British Columbia,49.73270547391457,-123.12483276559797,537699.3898950893,Squamish,,,,2458,V8B 8H8,,Mamquam Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-604-898-9521,,,,,,,multipolygon,https://squamishvalleygolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00174,Cranbrook Golf Club,British Columbia,49.512259442473045,-115.74329228883506,535817.4520079846,Cranbrook,,,,2700,V1C 4H8,BC,2nd St S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,https://www.golfcranbrook.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00201,Golden Eagle Golf Course (South Course),British Columbia,49.286163838400604,-122.62272154310892,534020.2820827803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00071,Richmond Country Club,British Columbia,49.12772750877802,-123.1248531593744,532940.772698205,Richmond,,,,9100,,BC,Steveston Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00053,Fairmont Mountainside Golf Course,British Columbia,50.32687538671505,-115.85476646947681,531777.5134391802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairmont Hot Springs Resort,,,,,,,,,,,,,,multipolygon,https://www.fairmonthotsprings.com/golf/mountainside-course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00194,Smithers Golf and Country Club,British Columbia,54.793307598766006,-127.18986258418981,530412.4712821142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00282,Sunshine Coast Golf & Country Club,British Columbia,49.43119351836327,-123.63611028222974,529231.4894223072,Roberts Creek,,,,3206,,,Sunshine Coast Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sunshinecoastgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00031,Rivershore Estates & Golf Links,British Columbia,50.65488802112075,-120.00114904183572,522006.00480404426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,multipolygon,https://rivershoregolflinks.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00142,Glacier Greens Golf Course,British Columbia,49.706282192616605,-124.89257762839095,520340.374799451,,,,,1200,,,Knight Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-250-339-6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00162,Cordova Bay Golf Course - Bay Course,British Columbia,48.5353265913002,-123.37160152233267,518735.1680932526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00016,Cowichan Golf & Country Club,British Columbia,48.7505746705192,-123.66460274027128,517301.50575914484,,,,,4955,,,Trans-Canada Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVRD,,golf,,,,multipolygon,,,,,,,Cowichan Valley Regional District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00253,Northlands Golf Course,British Columbia,49.319823147677,-122.97994816974789,517110.3499671608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://golfnorthlands.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00018,Mayfair Lakes Golf Course,British Columbia,49.17529465146831,-123.03456962492056,515701.54748710396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00180,Prince Rupert Centennial Golf,British Columbia,54.30464498184349,-130.31700679598478,515546.7451333769,,,,,523,V8J2S9,,9th Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.princerupertgolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00068,Nicklaus North Golf Course,British Columbia,50.140194354208994,-122.95618350048575,515467.5830308616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00150,Unknown Golf Course,British Columbia,50.357954568003834,-119.28401957012204,514556.7043316191,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00339,Eighteen Pastures,British Columbia,49.199271042068936,-122.41851978310903,514412.3796711431,Mission,CA,,,29110,V4S1B5,BC,Matheson Avenue,,,,Maple Ridge,29910,Matheson Avenue,,,,,,,,,18_hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,eighteenpastures@gmail.com,,+1-604-462-8622,V4S1B5,BC,https://www.eighteenpastures.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00128,Kamloops Golf & Country Club,British Columbia,50.71046655739163,-120.44671874272767,513001.87653612095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00265,Williams Lake Golf and Tennis Club,British Columbia,52.11845516903162,-122.14777940476681,502698.26837488427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00037,Fairwinds Golf Club,British Columbia,49.277778765351684,-124.13097999692953,501952.4812511939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00191,Farmington Fairways,British Columbia,55.85857845348629,-120.39378744522426,500442.94432129303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00103,McCleery Golf Course,British Columbia,49.21953991338958,-123.16776647452716,499253.4554192954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00050,University Golf Club,British Columbia,49.264557200188385,-123.2250998459205,497561.40088870627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00318,Mountain Avenue,British Columbia,49.555936209524084,-119.69516317085196,495914.43050006585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA00112,Pitt Meadows Golf Club,British Columbia,49.2530781365798,-122.6959429744886,494576.86442015064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
